"","oid","typ","cid","tna","rnk","tid","mna","mra","mid","oei","oli","eag","lag","rid","gnl","gnn","odl","odn","cll","cln","phl","phn","idt","ids","rss","eag.1","lag.1","cxi","ein","lin","fml","fmn","rst","eid","idf"
"1:1245","316611","occ","30182","Taeniopteris sp. 8 informal","5","56180","Taeniopteris","5","56180","Artinskian",NA,"290.1","279.3","7993;7993","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp. 8","informal",290.1,279.3,"149","149","149",NA,NA,NA,NA,NA
"1:1246","316612","occ","30182","Taeniopteris sp. 9 informal","5","56180","Taeniopteris","5","56180","Artinskian",NA,"290.1","279.3","7993;7993","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp. 9","informal",290.1,279.3,"149","149","149",NA,NA,NA,NA,NA
"1:1247","316623","occ","30183","Nilssonia sp. 1 informal",NA,"157259","Nilsonia","5","169172","Middle Jurassic",NA,"174.1","163.5","7989;7989","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 1","informal",174.1,163.5,"42","42","42",NA,NA,NA,NA,NA
"1:1248","316633","occ","30184","Nilssonia sp. 1 informal",NA,"157259","Nilsonia","5","169172","Early Jurassic",NA,"201.3","174.1","7989;7989","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 1","informal",201.3,174.1,"43","43","43",NA,NA,NA,NA,NA
"1:1249","316634","occ","30184","Nilssonia sp. 2 informal",NA,"157259","Nilsonia","5","169172","Early Jurassic",NA,"201.3","174.1","7989;7989","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 2","informal",201.3,174.1,"43","43","43",NA,NA,NA,NA,NA
"1:1250","316640","occ","30184","Taeniopteris sp. 1 informal","5","56180","Taeniopteris","5","56180","Early Jurassic",NA,"201.3","174.1","7989;7989","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp. 1","informal",201.3,174.1,"43","43","43",NA,NA,NA,NA,NA
"1:1251","316644","occ","30185","Ctenozamites sp. 1 informal","5","407041","Ctenozamites","5","407041","Middle Jurassic",NA,"174.1","163.5","8006;8006","Ctenozamites","407041","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Ctenozamites","sp. 1","informal",174.1,163.5,"42","42","42",NA,NA,NA,NA,NA
"1:1252","316646","occ","30185","Nilssonia sp. 1 informal",NA,"157259","Nilsonia","5","169172","Middle Jurassic",NA,"174.1","163.5","8006;8006","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 1","informal",174.1,163.5,"42","42","42",NA,NA,NA,NA,NA
"1:1253","316647","occ","30185","Nilssonia sp. 2 informal",NA,"157259","Nilsonia","5","169172","Middle Jurassic",NA,"174.1","163.5","8006;8006","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 2","informal",174.1,163.5,"42","42","42",NA,NA,NA,NA,NA
"1:1254","316648","occ","30185","Nilssonia sp. 3 informal",NA,"157259","Nilsonia","5","169172","Middle Jurassic",NA,"174.1","163.5","8006;8006","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 3","informal",174.1,163.5,"42","42","42",NA,NA,NA,NA,NA
"1:1255","316649","occ","30185","Nilssonia sp. 4 informal",NA,"157259","Nilsonia","5","169172","Middle Jurassic",NA,"174.1","163.5","8006;8006","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 4","informal",174.1,163.5,"42","42","42",NA,NA,NA,NA,NA
"1:1256","316650","occ","30185","Nilssonia sp. 5 informal",NA,"157259","Nilsonia","5","169172","Middle Jurassic",NA,"174.1","163.5","8006;8006","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 5","informal",174.1,163.5,"42","42","42",NA,NA,NA,NA,NA
"1:1257","316651","occ","30185","Nilssonia sp. 6 informal",NA,"157259","Nilsonia","5","169172","Middle Jurassic",NA,"174.1","163.5","8006;8006","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 6","informal",174.1,163.5,"42","42","42",NA,NA,NA,NA,NA
"1:1258","316659","occ","30185","Pseudoctenis sp. 1 informal","5","279032","Pseudoctenis","5","279032","Middle Jurassic",NA,"174.1","163.5","8006;8006","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","sp. 1","informal",174.1,163.5,"42","42","42","Nilssoniaceae","168703",NA,NA,NA
"1:1259","316660","occ","30185","Pseudoctenis sp. 2 informal","5","279032","Pseudoctenis","5","279032","Middle Jurassic",NA,"174.1","163.5","8006;8006","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","sp. 2","informal",174.1,163.5,"42","42","42","Nilssoniaceae","168703",NA,NA,NA
"1:1260","316679","occ","30186","Nilssonia sp. 1 informal",NA,"157259","Nilsonia","5","169172","Rhaetian",NA,"208.5","201.3","7989;7989","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 1","informal",208.5,201.3,"135","135","135",NA,NA,NA,NA,NA
"1:1261","316708","occ","30189","Nilssonia sp. 1 informal",NA,"157259","Nilsonia","5","169172","Ladinian","Norian","242","208.5","8063;8063","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 1","informal",242,208.5,"16","138","136",NA,NA,NA,NA,NA
"1:1262","316718","occ","30190","Taeniopteris sp. 1 informal","5","56180","Taeniopteris","5","56180","Ladinian","Norian","242","208.5","8063;8063","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp. 1","informal",242,208.5,"16","138","136",NA,NA,NA,NA,NA
"1:1263","316738","occ","30192","Taeniopteris sp. 1 informal","5","56180","Taeniopteris","5","56180","Carnian","Rhaetian","237","201.3","8063;8063","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp. 1","informal",237,201.3,"44","44","44",NA,NA,NA,NA,NA
"1:1264","316751","occ","30193","Nilssonia sp. 1 informal",NA,"157259","Nilsonia","5","169172","Early Jurassic",NA,"201.3","174.1","8063;8063","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 1","informal",201.3,174.1,"43","43","43",NA,NA,NA,NA,NA
"1:1265","316752","occ","30193","Nilssonia sp. 2 informal",NA,"157259","Nilsonia","5","169172","Early Jurassic",NA,"201.3","174.1","8063;8063","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 2","informal",201.3,174.1,"43","43","43",NA,NA,NA,NA,NA
"1:1266","316753","occ","30193","Nilssonia sp. 3 informal",NA,"157259","Nilsonia","5","169172","Early Jurassic",NA,"201.3","174.1","8063;8063","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 3","informal",201.3,174.1,"43","43","43",NA,NA,NA,NA,NA
"1:1267","316754","occ","30193","Nilssonia sp. 4 informal",NA,"157259","Nilsonia","5","169172","Early Jurassic",NA,"201.3","174.1","8063;8063","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 4","informal",201.3,174.1,"43","43","43",NA,NA,NA,NA,NA
"1:1268","316755","occ","30193","Nilssonia sp. 5 informal",NA,"157259","Nilsonia","5","169172","Early Jurassic",NA,"201.3","174.1","8063;8063","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 5","informal",201.3,174.1,"43","43","43",NA,NA,NA,NA,NA
"1:1269","316758","occ","30193","Pseudoctenis sp. 1 informal","5","279032","Pseudoctenis","5","279032","Early Jurassic",NA,"201.3","174.1","8063;8063","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","sp. 1","informal",201.3,174.1,"43","43","43","Nilssoniaceae","168703",NA,NA,NA
"1:1270","316771","occ","30194","Taeniopteris sp. 1 informal","5","56180","Taeniopteris","5","56180","Capitanian","Wuchiapingian","265.1","254.17","8219;8219","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp. 1","informal",265.1,254.17,"17","145","716",NA,NA,NA,NA,NA
"1:1271","316812","occ","30198","Nilssonia sp. 1 informal",NA,"157259","Nilsonia","5","169172","Late Jurassic",NA,"163.5","145","8072;8072","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 1","informal",163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:1272","316813","occ","30198","Nilssonia sp. 2 informal",NA,"157259","Nilsonia","5","169172","Late Jurassic",NA,"163.5","145","8072;8072","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 2","informal",163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:1273","316814","occ","30198","Nilssonia sp. 3 informal",NA,"157259","Nilsonia","5","169172","Late Jurassic",NA,"163.5","145","8072;8072","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 3","informal",163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:1274","316817","occ","30198","Pseudoctenis sp. 1 informal","5","279032","Pseudoctenis","5","279032","Late Jurassic",NA,"163.5","145","8072;8072","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","sp. 1","informal",163.5,145,"41","41","41","Nilssoniaceae","168703",NA,NA,NA
"1:1275","316823","occ","30198","Taeniopteris sp. 1 informal","5","56180","Taeniopteris","5","56180","Late Jurassic",NA,"163.5","145","8072;8072","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp. 1","informal",163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:1276","316824","occ","30198","Taeniopteris sp. 1 informal","5","56180","Taeniopteris","5","56180","Late Jurassic",NA,"163.5","145","8072;8072","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp. 1","informal",163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:1277","316849","occ","30199","Nilssonia sp. 1 informal",NA,"157259","Nilsonia","5","169172","Early Jurassic",NA,"201.3","174.1","8071;8071","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 1","informal",201.3,174.1,"43","43","43",NA,NA,NA,NA,NA
"1:1278","316850","occ","30199","Nilssonia sp. 2 informal",NA,"157259","Nilsonia","5","169172","Early Jurassic",NA,"201.3","174.1","8071;8071","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 2","informal",201.3,174.1,"43","43","43",NA,NA,NA,NA,NA
"1:1279","316856","occ","30199","Pseudoctenis sp. 1 informal","5","279032","Pseudoctenis","5","279032","Early Jurassic",NA,"201.3","174.1","8071;8071","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","sp. 1","informal",201.3,174.1,"43","43","43","Nilssoniaceae","168703",NA,NA,NA
"1:1280","316892","occ","30200","Nilssonia sp. 1 informal",NA,"157259","Nilsonia","5","169172","Late Jurassic",NA,"163.5","145","8243;8243","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 1","informal",163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:1281","316893","occ","30200","Nilssonia sp. 2 informal",NA,"157259","Nilsonia","5","169172","Late Jurassic",NA,"163.5","145","8243;8243","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 2","informal",163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:1282","316894","occ","30200","Nilssonia sp. 3 informal",NA,"157259","Nilsonia","5","169172","Late Jurassic",NA,"163.5","145","8243;8243","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 3","informal",163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:1283","316895","occ","30200","Nilssonia sp. 4 informal",NA,"157259","Nilsonia","5","169172","Late Jurassic",NA,"163.5","145","8243;8243","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 4","informal",163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:1284","316896","occ","30200","Nilssonia sp. 5 informal",NA,"157259","Nilsonia","5","169172","Late Jurassic",NA,"163.5","145","8243;8243","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 5","informal",163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:1285","316897","occ","30200","Nilssonia sp. 6 informal",NA,"157259","Nilsonia","5","169172","Late Jurassic",NA,"163.5","145","8243;8243","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 6","informal",163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:1286","316905","occ","30200","Taeniopteris sp. 1 informal","5","56180","Taeniopteris","5","56180","Late Jurassic",NA,"163.5","145","8243;8243","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp. 1","informal",163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:1287","316925","occ","30202","Ctenozamites sp. 1 informal","5","407041","Ctenozamites","5","407041","Toarcian",NA,"182.7","174.1","8071;8071","Ctenozamites","407041","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Ctenozamites","sp. 1","informal",182.7,174.1,"131","131","131",NA,NA,NA,NA,NA
"1:1288","316931","occ","30202","Nilssonia sp. 1 informal",NA,"157259","Nilsonia","5","169172","Toarcian",NA,"182.7","174.1","8071;8071","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 1","informal",182.7,174.1,"131","131","131",NA,NA,NA,NA,NA
"1:1289","316932","occ","30202","Nilssonia sp. 2 informal",NA,"157259","Nilsonia","5","169172","Toarcian",NA,"182.7","174.1","8071;8071","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 2","informal",182.7,174.1,"131","131","131",NA,NA,NA,NA,NA
"1:1290","316933","occ","30202","Nilssonia sp. 3 informal",NA,"157259","Nilsonia","5","169172","Toarcian",NA,"182.7","174.1","8071;8071","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 3","informal",182.7,174.1,"131","131","131",NA,NA,NA,NA,NA
"1:1291","316934","occ","30202","Nilssonia sp. 4 informal",NA,"157259","Nilsonia","5","169172","Toarcian",NA,"182.7","174.1","8071;8071","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 4","informal",182.7,174.1,"131","131","131",NA,NA,NA,NA,NA
"1:1292","316935","occ","30202","Nilssonia sp. 5 informal",NA,"157259","Nilsonia","5","169172","Toarcian",NA,"182.7","174.1","8071;8071","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 5","informal",182.7,174.1,"131","131","131",NA,NA,NA,NA,NA
"1:1293","316942","occ","30202","Pseudoctenis sp. 1 informal","5","279032","Pseudoctenis","5","279032","Toarcian",NA,"182.7","174.1","8071;8071","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","sp. 1","informal",182.7,174.1,"131","131","131","Nilssoniaceae","168703",NA,NA,NA
"1:1294","316954","occ","30202","Taeniopteris sp. 1 informal","5","56180","Taeniopteris","5","56180","Toarcian",NA,"182.7","174.1","8071;8071","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp. 1","informal",182.7,174.1,"131","131","131",NA,NA,NA,NA,NA
"1:1295","316955","occ","30202","Taeniopteris sp. 2 informal","5","56180","Taeniopteris","5","56180","Toarcian",NA,"182.7","174.1","8071;8071","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp. 2","informal",182.7,174.1,"131","131","131",NA,NA,NA,NA,NA
"1:1296","316956","occ","30202","Taeniopteris sp. 3 informal","5","56180","Taeniopteris","5","56180","Toarcian",NA,"182.7","174.1","8071;8071","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp. 3","informal",182.7,174.1,"131","131","131",NA,NA,NA,NA,NA
"1:1297","316975","occ","30203","Nilssonia sp. 1 informal",NA,"157259","Nilsonia","5","169172","Pliensbachian",NA,"190.8","182.7","8071;8071","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 1","informal",190.8,182.7,"132","132","132",NA,NA,NA,NA,NA
"1:1298","316976","occ","30203","Nilssonia sp. 2 informal",NA,"157259","Nilsonia","5","169172","Pliensbachian",NA,"190.8","182.7","8071;8071","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 2","informal",190.8,182.7,"132","132","132",NA,NA,NA,NA,NA
"1:1299","316977","occ","30203","Nilssonia sp. 3 informal",NA,"157259","Nilsonia","5","169172","Pliensbachian",NA,"190.8","182.7","8071;8071","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 3","informal",190.8,182.7,"132","132","132",NA,NA,NA,NA,NA
"1:1300","316981","occ","30203","Pseudoctenis sp. 1 informal","5","279032","Pseudoctenis","5","279032","Pliensbachian",NA,"190.8","182.7","8071;8071","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","sp. 1","informal",190.8,182.7,"132","132","132","Nilssoniaceae","168703",NA,NA,NA
"1:1301","317001","occ","30204","Nilssonia sp. 1 informal",NA,"157259","Nilsonia","5","169172","Kimmeridgian","Tithonian","157.3","145","8243;8243","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 1","informal",157.3,145,"41","125","124",NA,NA,NA,NA,NA
"1:1302","317007","occ","30204","Pseudoctenis sp. 1 informal","5","279032","Pseudoctenis","5","279032","Kimmeridgian","Tithonian","157.3","145","8243;8243","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","sp. 1","informal",157.3,145,"41","125","124","Nilssoniaceae","168703",NA,NA,NA
"1:1303","317012","occ","30204","Taeniopteris sp. 1 informal","5","56180","Taeniopteris","5","56180","Kimmeridgian","Tithonian","157.3","145","8243;8243","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp. 1","informal",157.3,145,"41","125","124",NA,NA,NA,NA,NA
"1:1304","317058","occ","30205","Nilssonia sp. 1 informal",NA,"157259","Nilsonia","5","169172","Norian","Rhaetian","228","201.3","8169;8169","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 1","informal",228,201.3,"44","136","135",NA,NA,NA,NA,NA
"1:1305","317059","occ","30205","Nilssonia sp. 2 informal",NA,"157259","Nilsonia","5","169172","Norian","Rhaetian","228","201.3","8169;8169","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 2","informal",228,201.3,"44","136","135",NA,NA,NA,NA,NA
